PNI;y;x;województwo;powiat;gmina;nazwa placówki;kod pocztowy;miejscowoœæ;ulica;telefon;godziny pracy - opis;stan placówki;
252408;51.768198;19.457667;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 17;90-110;£ódŸ;ul. Stanis³awa Moniuszki 4;42-630-65-24;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252415;51.747757;19.494982;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 18;93-223;£ódŸ;ul. Tatrzañska 42/44;42-649-04-85;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252422;51.804688;19.359992;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 19;91-154;£ódŸ;ul. Aleksandrowska 149;42-640-52-72;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252439;51.799367;19.457366;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 20;91-860;£ódŸ;ul. £agiewnicka 99;42-656-89-00;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252446;51.756073;19.457989;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 21;90-449;£ódŸ;ul. Kapitana Pilota Franciszka ¯wirki 1 B;42-636-80-42;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252453;51.778727;19.529743;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 22;92-001;£ódŸ;ul. Skalna 3;42-679-41-15;dni robocze: 09:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
536647;51.704694;19.480906;£ÓDZKIE;£ódŸ;£ódŸ;FUP £ódŸ 23;93-316;£ódŸ;ul. Rzgowska 281/289;42-646-64-88 #jedn. nadrzêdna: UP £ódŸ 23#tel.: 42-640-99-60;dni robocze: 08:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
252460;51.718229;19.478363;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 23;93-385;£ódŸ;ul. ¯ywotna 66/68;42-640-99-60;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252477;51.727826;19.453375;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 24;93-546;£ódŸ;ul. Ciasna 19;42-684-54-38;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252484;51.790634;19.478180;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 25;91-701;£ódŸ;ul. Tadeusza Boya-¯eleñskiego 12;42-617-24-21;dni robocze: 08:00-20:00#soboty: 09:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252503;51.752739;19.565063;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 27;92-420;£ódŸ;ul. Maæka z Bogdañca 16 A;42-670-76-71;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252510;51.775435;19.409323;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 28;94-201;£ódŸ;ul. Jêczmienna 22;42-633-29-93;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252534;51.778648;19.478953;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 30;90-234;£ódŸ;ul. Pomorska 115;42-678-43-78;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252541;51.772899;19.484167;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 31;90-140;£ódŸ;ul. Prezydenta Gabriela Narutowicza 91 A;42-678-90-51;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252589;51.792904;19.591112;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 35;92-701;£ódŸ;Rynek Nowosolna 2;42-648-41-00;dni robocze: 09:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252596;51.762300;19.455700;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 36;90-435;£ódŸ;ul. Andrzeja Struga 27 A;42-636-26-19;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka przyjazna e-Commerce.#;;
252608;51.788657;19.464598;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 37;91-801;£ódŸ;ul. Organizacji `Wolnoœæ i Niezawis³oœæ` 52;42-657-46-98;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252615;51.787515;19.448655;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 38;91-301;£ódŸ;ul. Snycerska 1;42-654-32-76;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252639;51.758756;19.431682;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 40;94-015;£ódŸ;Aleja W³ókniarzy 227;42-634-41-34;dni robocze: 00:00-24:00#soboty: 00:00-24:00#niedziele i œwiêta: 00:00-24:00 (niedziele)#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#Placówka przyjazna e-Commerce.#;;
360324;51.778980;19.446766;£ÓDZKIE;£ódŸ;£ódŸ;FUP £ódŸ 40;91-071;£ódŸ;ul. Jana Karskiego 5;42-634-11-58 #jedn. nadrzêdna: UP £ódŸ 40#tel.: 42-634-41-34;dni robocze: 09:00-21:00#(do 31.01.2014 w ramach pilota¿u)#soboty: 09:00-21:00#(do 31.01.2014 w ramach pilota¿u)#niedziele i œwiêta: 10:00-20:00 (niedziele)#(do 31.01.2014 w ramach pilota¿u)#;;
962838;51.748622;19.414686;£ÓDZKIE;£ódŸ;£ódŸ;FUP £ódŸ 40;94-001;£ódŸ;ul. Rajdowa 2;42-686-75-03 #jedn. nadrzêdna: UP £ódŸ 40#tel.: 42-634-41-34;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252646;51.743200;19.408500;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 41;94-037;£ódŸ;ul. Prze³ajowa 14;42-688-85-65;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#;;
252653;51.731600;19.475400;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 42;93-159;£ódŸ;ul. Maurycego Mochnackiego 1/3;42-684-72-59;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252660;51.733447;19.452217;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 43;93-501;£ódŸ;Aleja Politechniki 37;42-648-70-96;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252677;51.773629;19.423399;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 44;91-090;£ódŸ;ul. Micha³a Ossowskiego 4;42-651-29-39;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
532221;51.806731;19.323235;£ÓDZKIE;£ódŸ;£ódŸ;FUP £ódŸ 52;91-174;£ódŸ;ul. Romanowska 55 F;42-712-53-50 #jedn. nadrzêdna: UP £ódŸ 52#tel.: 42-652-77-59;dni robocze: Pon.: 11:00-18:00 Wt.: 13:00-20:00 Œr.: 11:00-18:00 Czw.: 11:00-18:00 Pt.: 11:00-18:00#(w godz.:18:00 - 20:00 wydawanie przesy³ek awizowanych)#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252734;51.792373;19.404087;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 52;91-101;£ódŸ;ul. Plantowa 1 A;42-652-77-59;dni robocze: 09:00-20:00#soboty: 09:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
962902;51.792425;19.415694;£ÓDZKIE;£ódŸ;£ódŸ;FUP £ódŸ 52;91-031;£ódŸ;ul. Boles³awa Limanowskiego 196 A;42-651-69-09 #jedn. nadrzêdna: UP £ódŸ 52#tel.: 42-652-77-59;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252772;51.736570;19.495529;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 58;93-201;£ódŸ;ul. Genera³a Jaros³awa D¹browskiego 91;42-684-04-00;dni robocze: 09:00-20:00#soboty: 09:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252796;51.751975;19.425277;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 60;94-031;£ódŸ;ul. Bratys³awska 2 A;42-686-98-20;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252808;51.795943;19.383380;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 63;91-159;£ódŸ;ul. Lniana 2;42-655-74-32;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252815;51.797044;19.376020;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 64;91-215;£ódŸ;ul. Rydzowa 14;42-640-52-68;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252846;51.732200;19.487800;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 68;93-157;£ódŸ;ul. Kazimierza Tetmajera 2/12;42-643-50-68;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252860;51.744500;19.399200;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 71;94-114;£ódŸ;ul. Armii Krajowej 32 A;42-687-15-64;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252877;51.759938;19.460220;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 73;90-054;£ódŸ;Aleja Marsza³ka Józefa Pi³sudskiego 6;42-663-04-22;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252891;51.756365;19.536352;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 78;92-510;£ódŸ;ul. Aleksandra Puszkina 10;42-673-40-33;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252903;51.756900;19.547700;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 79;92-522;£ódŸ;ul. Maksyma Gorkiego 63;42-672-70-78;dni robocze: 08:00-19:30#soboty: 09:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252927;51.796527;19.476378;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 82;91-853;£ódŸ;ul. Andrzeja Niemojewskiego 25;42-656-41-92;dni robocze: 09:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252941;51.720800;19.486800;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 84;93-326;£ódŸ;ul. Chóralna 2;42-646-34-74;dni robocze: 08:00-20:00#soboty: 09:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252965;51.806306;19.439106;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 87;91-359;£ódŸ;ul. Liœciasta 2;42-658-00-44;dni robocze: 09:00-20:00#soboty: 09:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
252972;51.821535;19.446359;£ÓDZKIE;£ódŸ;£ódŸ;UP £ódŸ 88;91-489;£ódŸ;ul. Syrenki 29;42-658-19-80;dni robocze: 08:00-20:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
253151;51.983716;19.910402;£ÓDZKIE;³owicki;£yszkowice;UP £yszkowice;99-420;£yszkowice;ul. Mostowa 2;46-838-87-96;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
253618;51.105900;19.790400;£ÓDZKIE;radomszczañski;Mas³owice;UP Mas³owice;97-515;Mas³owice;Mas³owice 57 A;44-685-43-27;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254747;51.175953;18.473597;£ÓDZKIE;wieluñski;Mokrsko;UP Mokrsko;98-345;Mokrsko;Mokrsko 269a;43-843-94-20;dni robocze: 07:45-14:15#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
254909;51.503300;19.714345;£ÓDZKIE;piotrkowski;Moszczenica;UP Moszczenica k. Piotrkowa Trybunalskiego;97-310;Moszczenica;ul. Wolborska 2;44-645-17-47;dni robocze: 08:00-15:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
255502;52.068955;20.071507;£ÓDZKIE;³owicki;Nieborów;UP Nieborów k. £owicza;99-416;Nieborów;Nieborów 207;46-838-56-96;dni robocze: 09:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
559721;52.075827;20.163066;£ÓDZKIE;skierniewicki;Bolimów;FUP Nieborów k. £owicza;99-417;Bolimów;ul. Zastodolna 7;46-838-03-96 #jedn. nadrzêdna: UP Nieborów k. £owicza#tel.: 46-838-56-96;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
255795;51.081312;19.182215;£ÓDZKIE;pajêczañski;Nowa BrzeŸnica;UP Nowa BrzeŸnica;98-331;Nowa BrzeŸnica;Plac 1 Maja 9;34-311-91-37;dni robocze: 08:00-14:45#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
257353;51.376954;20.289256;£ÓDZKIE;opoczyñski;Opoczno;UP Opoczno 1;26-300;Opoczno;Plac Tadeusza Koœciuszki 16;44-645-17-05;dni robocze: 08:00-19:30#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#;;
257827;51.288601;18.792372;£ÓDZKIE;wieluñski;Osjaków;UP Osjaków;98-320;Osjaków;ul. Wieluñska 7;43-843-94-21;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
757208;51.963900;19.286300;£ÓDZKIE;zgierski;Ozorków;FUP Ozorków 1;95-036;Ozorków;ul. Konstytucji 3 Maja 19 A;42-718-51-40 #jedn. nadrzêdna: UP Ozorków 1#tel.: 42-718-10-40;dni robocze: 11:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
747763;51.948600;19.205700;£ÓDZKIE;zgierski;Parzêczew;FUP Ozorków 1;95-045;Parzêczew;ul. Po³udniowa 5;42-718-60-39 #jedn. nadrzêdna: UP Ozorków 1#tel.: 42-718-10-40;dni robocze: 09:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
258420;51.960875;19.298859;£ÓDZKIE;zgierski;Ozorków;UP Ozorków 1;95-035;Ozorków;ul. Ksiêdza Kardyna³a Stefana Wyszyñskiego 12;42-718-10-40;dni robocze: 08:00-19:30#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
962919;51.656930;19.374819;£ÓDZKIE;pabianicki;Pabianice;FUP Pabianice 1;95-205;Pabianice;ul. Nawrockiego 28;42-214-52-64 #jedn. nadrzêdna: UP Pabianice 1#tel.: 42-215-32-25;dni robocze: 08:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
258468;51.666100;19.353100;£ÓDZKIE;pabianicki;Pabianice;UP Pabianice 1;95-200;Pabianice;ul. Genera³a Kazimierza Pu³askiego 11;42-215-32-25;dni robocze: 09:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
258475;51.664700;19.345300;£ÓDZKIE;pabianicki;Pabianice;UP Pabianice 3;95-201;Pabianice;ul. Zamkowa 42;42-215-21-02;dni robocze: 10:00-19:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
258549;51.145864;18.999395;£ÓDZKIE;pajêczañski;Pajêczno;UP Pajêczno;98-330;Pajêczno;ul. 1 Maja 9;34-311-26-20;dni robocze: 07:00-19:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
258794;51.139886;18.608694;£ÓDZKIE;wieluñski;P¹tnów;UP P¹tnów;98-335;P¹tnów;P¹tnów 36;43-843-94-24;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
258851;51.803891;18.722935;£ÓDZKIE;poddêbicki;Pêczniew;UP Pêczniew;99-235;Pêczniew;ul. Rynek 106;43-678-15-28;dni robocze: 07:30-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
259304;51.409038;19.688562;£ÓDZKIE;Piotrków Trybunalski;Piotrków Trybunalski;UP Piotrków Trybunalski 1;97-300;Piotrków Trybunalski;ul. Juliusza S³owackiego 17;44-645-19-92;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
778955;51.402017;19.676127;£ÓDZKIE;Piotrków Trybunalski;Piotrków Trybunalski;FUP Piotrków Trybunalski 1;97-308;Piotrków Trybunalski;ul. Szklarska 7 lok. 9;44-645-17-45 #jedn. nadrzêdna: UP Piotrków Trybunalski 1#tel.: 44-645-19-92;dni robocze: 09:00-18:00#soboty: 07:00-12:30#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
778948;51.406515;19.706125;£ÓDZKIE;Piotrków Trybunalski;Piotrków Trybunalski;FUP Piotrków Trybunalski 1;97-302;Piotrków Trybunalski;ul. Bugajska 13;44-645-17-43 #jedn. nadrzêdna: UP Piotrków Trybunalski 1#tel.: 44-645-19-92;dni robocze: 10:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
778931;51.418319;19.677458;£ÓDZKIE;Piotrków Trybunalski;Piotrków Trybunalski;FUP Piotrków Trybunalski 1;97-301;Piotrków Trybunalski;ul. £ódzka 50 lok. 52B;44-645-17-42 #jedn. nadrzêdna: UP Piotrków Trybunalski 1#tel.: 44-645-19-92;dni robocze: 10:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
259742;51.893696;18.952317;£ÓDZKIE;poddêbicki;Poddêbice;UP Poddêbice;99-200;Poddêbice;ul. Kazimierza Pu³askiego 1;43-678-30-41;dni robocze: 07:00-18:00#soboty: 07:00-13:00#niedziele i œwiêta: placówka nieczynna#;;
260235;51.532800;20.361800;£ÓDZKIE;opoczyñski;Poœwiêtne;UP Poœwiêtne n. Pilic¹;26-315;Poœwiêtne;ul. G³ówna 40;44-645-17-25;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
261021;51.087108;19.876027;£ÓDZKIE;radomszczañski;Przedbórz;UP Przedbórz;97-570;Przedbórz;ul. Pocztowa 42 A;44-685-43-28;dni robocze: 08:00-15:00#soboty: 08:00-13:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
980755;51.177297;19.485797;£ÓDZKIE;radomszczañski;Gomunice;FUP Radomsko 1;97-545;Gomunice;ul. Wojska Polskiego 28;44-685-43-23 #jedn. nadrzêdna: UP Radomsko 1#tel.: 44-685-43-44;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
262093;51.067399;19.443837;£ÓDZKIE;radomszczañski;Radomsko;UP Radomsko 1;97-500;Radomsko;Plac Plac 3 Maja 6;44-685-43-44;dni robocze: 08:00-20:00#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
778012;51.058121;19.448762;£ÓDZKIE;radomszczañski;Radomsko;FUP Radomsko 1;97-504;Radomsko;ul. Leszka Czarnego 23;44-685-43-54 #jedn. nadrzêdna: UP Radomsko 1#tel.: 44-685-43-44;dni robocze: 08:00-18:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
335161;51.757830;20.244166;£ÓDZKIE;rawski;Rawa Mazowiecka;FUP Rawa Mazowiecka;96-201;Rawa Mazowiecka;ul. Cmentarna 1;46-814-21-55 #jedn. nadrzêdna: UP Rawa Mazowiecka#tel.: 46-814-35-47;dni robocze: 10:40-17:15#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
779541;51.711784;20.346229;£ÓDZKIE;rawski;Ciel¹dz;FUP Rawa Mazowiecka;96-214;Ciel¹dz;Ciel¹dz 110/III lok. 14;46-815-24-25 #jedn. nadrzêdna: UP Rawa Mazowiecka#tel.: 46-814-35-47;dni robocze: 09:00-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
262448;51.763341;20.249321;£ÓDZKIE;rawski;Rawa Mazowiecka;UP Rawa Mazowiecka;96-200;Rawa Mazowiecka;ul. Tadeusza Koœciuszki 6;46-814-35-47;dni robocze: 07:30-19:30#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
262750;51.666646;19.783630;£ÓDZKIE;tomaszowski;Rokiciny;UP Rokiciny;97-221;Rokiciny;ul. Henryka Sienkiewicza 8;44-725-73-57;dni robocze: 08:00-15:00#(od 15:00 do 16:00 wydawanie przesy³ek awizowanych)#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
262893;51.302300;19.645900;£ÓDZKIE;piotrkowski;Rozprza;UP Rozprza;97-340;Rozprza;ul. Karola Œwierczewskiego 7;44-645-17-56;dni robocze: 08:00-15:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
263296;51.324300;18.985600;£ÓDZKIE;be³chatowski;Rusiec;UP Rusiec;97-438;Rusiec;ul. Wieluñska 76;43-676-60-30;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
263708;51.222368;19.042740;£ÓDZKIE;pajêczañski;Rz¹œnia;UP Rz¹œnia;98-332;Rz¹œnia;ul. 1 Maja 14;44-631-71-90;dni robocze: 07:45-14:30#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
264013;51.663372;19.489982;£ÓDZKIE;³ódzki wschodni;Rzgów;UP Rzgów k. £odzi;95-030;Rzgów;ul. £ódzka 2 A;42-214-12-20;dni robocze: 09:00-18:30#soboty: 08:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
264325;51.510131;19.020767;£ÓDZKIE;³aski;Sêdziejowice;UP Sêdziejowice;98-160;Sêdziejowice;ul. Powstanców 1863 R. 9;43-677-11-60;dni robocze: 08:00-15:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
230741;51.595041;18.738727;£ÓDZKIE;sieradzki;Sieradz;UP Sieradz 1;98-200;Sieradz;Rynek Rynek 21;43-827-81-30;dni robocze: 07:00-20:00#soboty: 07:00-14:00#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
963631;51.502544;18.442438;£ÓDZKIE;sieradzki;Br¹szewice;FUP Sieradz 1;98-277;Br¹szewice;ul. Sieradzka 100 A;43-827-81-92 #jedn. nadrzêdna: UP Sieradz 1#tel.: 43-827-81-30;dni robocze: 08:00-16:00#soboty: placówka nieczynna#niedziele i œwiêta: placówka nieczynna#Placówka dostosowana do potrzeb osób niepe³nosprawnych.#;;
